frame_no,rel_time,src,dst,srcport,dstport,proto,length,tcp_stream,seq,ack,win,flags,is_retx,is_ooo,is_ka,is_zerowin,opcua_type,opcua_service,opcua_reqid,opcua_seq,opcua_chunk
1908,2025-08-12 15:27:10.186737,192.168.159.198,192.168.159.241,4840,63052,TCP,60,64,11245,6454,3812,,0,0,0,0,,,,,
1909,2025-08-12 15:27:10.191601,192.168.159.198,192.168.159.241,4840,63052,TCP,60,64,11245,9374,892,,0,0,0,0,,,,,
1910,2025-08-12 15:27:10.194574,192.168.159.198,192.168.159.241,4840,63052,TCP,60,64,11245,9374,0,,0,0,0,0,,,,,
1911,2025-08-12 15:27:10.216556,192.168.159.241,192.168.159.198,63053,4840,TCP,66,65,0,0,65535,,0,0,0,0,,,,,
1912,2025-08-12 15:27:10.218584,192.168.159.198,192.168.159.241,4840,63053,TCP,60,65,0,1,8192,,0,0,0,0,,,,,
1913,2025-08-12 15:27:10.218748,192.168.159.241,192.168.159.198,63053,4840,TCP,54,65,1,1,65535,,0,0,0,0,,,,,
1914,2025-08-12 15:27:10.220840,192.168.159.241,192.168.159.198,63053,4840,TCP,116,65,1,1,65535,,0,0,0,0,,,,,
1915,2025-08-12 15:27:10.254688,192.168.159.198,192.168.159.241,4840,63053,TCP,82,65,1,63,8192,,0,0,0,0,,,,,
1916,2025-08-12 15:27:10.258465,192.168.159.241,192.168.159.198,63053,4840,TCP,187,65,63,29,65507,,0,0,0,0,,,,,
1917,2025-08-12 15:27:10.270609,192.168.159.198,192.168.159.241,4840,63053,TCP,190,65,29,196,8192,,0,0,0,0,,,,,
1918,2025-08-12 15:27:10.275657,192.168.159.241,192.168.159.198,63053,4840,TCP,355,65,196,165,65371,,0,0,0,0,,,,,
1919,2025-08-12 15:27:10.382595,192.168.159.198,192.168.159.241,4840,63053,TCP,60,65,165,497,8192,,0,0,0,0,,,,,
1920,2025-08-12 15:27:10.390765,192.168.159.198,192.168.159.241,4840,63053,TCP,1514,65,165,497,8192,,0,0,0,0,,,,,
1921,2025-08-12 15:27:10.398749,192.168.159.198,192.168.159.241,4840,63053,TCP,1514,65,1625,497,8192,,0,0,0,0,,,,,
1922,2025-08-12 15:27:10.398749,192.168.159.198,192.168.159.241,4840,63053,TCP,1514,65,3085,497,8192,,0,0,0,0,,,,,
1923,2025-08-12 15:27:10.398817,192.168.159.241,192.168.159.198,63053,4840,TCP,54,65,497,4545,65535,,0,0,0,0,,,,,
1924,2025-08-12 15:27:10.400754,192.168.159.198,192.168.159.241,4840,63053,TCP,1514,65,4545,497,8192,,0,0,0,0,,,,,
1925,2025-08-12 15:27:10.400788,192.168.159.241,192.168.159.198,63053,4840,TCP,54,65,497,6005,65535,,0,0,0,0,,,,,
1926,2025-08-12 15:27:10.401740,192.168.159.198,192.168.159.241,4840,63053,TCP,1514,65,6005,497,8192,,0,0,0,0,,,,,
1927,2025-08-12 15:27:10.403663,192.168.159.198,192.168.159.241,4840,63053,TCP,946,65,7465,497,8192,,0,0,0,0,,,,,
1928,2025-08-12 15:27:10.403692,192.168.159.241,192.168.159.198,63053,4840,TCP,54,65,497,8357,65535,,0,0,0,0,,,,,
1929,2025-08-12 15:27:10.411762,192.168.159.198,192.168.159.241,4840,63053,TCP,1514,65,8357,497,8192,,0,0,0,0,,,,,
1930,2025-08-12 15:27:10.413724,192.168.159.198,192.168.159.241,4840,63053,TCP,1430,65,9817,497,8192,,0,0,0,0,,,,,
1931,2025-08-12 15:27:10.413804,192.168.159.241,192.168.159.198,63053,4840,TCP,54,65,497,11193,65535,,0,0,0,0,,,,,
1932,2025-08-12 15:27:10.422924,192.168.159.241,192.168.159.198,63053,4840,TCP,171,65,497,11193,65535,,0,0,0,0,,,,,
1933,2025-08-12 15:27:10.440694,192.168.159.198,192.168.159.241,4840,63053,TCP,106,65,11193,614,8192,,0,0,0,0,,,,,
1934,2025-08-12 15:27:10.447374,192.168.159.241,192.168.159.198,63053,4840,TCP,7354,65,614,11245,65483,,0,0,0,0,,,,,
1935,2025-08-12 15:27:10.450730,192.168.159.198,192.168.159.241,4840,63053,TCP,60,65,11245,3534,6732,,0,0,0,0,,,,,
1936,2025-08-12 15:27:10.450813,192.168.159.241,192.168.159.198,63053,4840,TCP,1514,65,7914,11245,65483,,0,0,0,0,,,,,
1937,2025-08-12 15:27:10.456729,192.168.159.198,192.168.159.241,4840,63053,TCP,60,65,11245,6454,3812,,0,0,0,0,,,,,
1938,2025-08-12 15:27:10.461655,192.168.159.198,192.168.159.241,4840,63053,TCP,60,65,11245,9374,892,,0,0,0,0,,,,,
1939,2025-08-12 15:27:10.463708,192.168.159.198,192.168.159.241,4840,63053,TCP,60,65,11245,9374,0,,0,0,0,0,,,,,
1940,2025-08-12 15:27:10.515689,192.168.159.241,192.168.159.198,63054,4840,TCP,66,66,0,0,65535,,0,0,0,0,,,,,
1941,2025-08-12 15:27:10.518678,192.168.159.198,192.168.159.241,4840,63054,TCP,60,66,0,1,8192,,0,0,0,0,,,,,
1942,2025-08-12 15:27:10.518859,192.168.159.241,192.168.159.198,63054,4840,TCP,54,66,1,1,65535,,0,0,0,0,,,,,
1943,2025-08-12 15:27:10.520980,192.168.159.241,192.168.159.198,63054,4840,TCP,116,66,1,1,65535,,0,0,0,0,,,,,
1944,2025-08-12 15:27:10.554715,192.168.159.198,192.168.159.241,4840,63054,TCP,82,66,1,63,8192,,0,0,0,0,,,,,
1945,2025-08-12 15:27:10.557294,192.168.159.241,192.168.159.198,63054,4840,TCP,187,66,63,29,65507,,0,0,0,0,,,,,
1946,2025-08-12 15:27:10.567778,192.168.159.198,192.168.159.241,4840,63054,TCP,190,66,29,196,8192,,0,0,0,0,,,,,
1947,2025-08-12 15:27:10.572910,192.168.159.241,192.168.159.198,63054,4840,TCP,355,66,196,165,65371,,0,0,0,0,,,,,
1948,2025-08-12 15:27:10.685700,192.168.159.198,192.168.159.241,4840,63054,TCP,60,66,165,497,8192,,0,0,0,0,,,,,
1949,2025-08-12 15:27:10.687803,192.168.159.198,192.168.159.241,4840,63054,TCP,1514,66,165,497,8192,,0,0,0,0,,,,,
1950,2025-08-12 15:27:10.695821,192.168.159.198,192.168.159.241,4840,63054,TCP,1514,66,1625,497,8192,,0,0,0,0,,,,,
1951,2025-08-12 15:27:10.695821,192.168.159.198,192.168.159.241,4840,63054,TCP,1514,66,3085,497,8192,,0,0,0,0,,,,,
1952,2025-08-12 15:27:10.695914,192.168.159.241,192.168.159.198,63054,4840,TCP,54,66,497,4545,65535,,0,0,0,0,,,,,
1953,2025-08-12 15:27:10.698741,192.168.159.198,192.168.159.241,4840,63054,TCP,1514,66,4545,497,8192,,0,0,0,0,,,,,
1954,2025-08-12 15:27:10.698741,192.168.159.198,192.168.159.241,4840,63054,TCP,1514,66,6005,497,8192,,0,0,0,0,,,,,
1955,2025-08-12 15:27:10.698816,192.168.159.241,192.168.159.198,63054,4840,TCP,54,66,497,7465,65535,,0,0,0,0,,,,,
1956,2025-08-12 15:27:10.701669,192.168.159.198,192.168.159.241,4840,63054,TCP,946,66,7465,497,8192,,0,0,0,0,,,,,
1957,2025-08-12 15:27:10.701727,192.168.159.241,192.168.159.198,63054,4840,TCP,54,66,497,8357,64643,,0,0,0,0,,,,,
1958,2025-08-12 15:27:10.708876,192.168.159.198,192.168.159.241,4840,63054,TCP,1514,66,8357,497,8192,,0,0,0,0,,,,,
1959,2025-08-12 15:27:10.711749,192.168.159.198,192.168.159.241,4840,63054,TCP,1430,66,9817,497,8192,,0,0,0,0,,,,,
1960,2025-08-12 15:27:10.711829,192.168.159.241,192.168.159.198,63054,4840,TCP,54,66,497,11193,65535,,0,0,0,0,,,,,
1961,2025-08-12 15:27:10.722209,192.168.159.241,192.168.159.198,63054,4840,TCP,171,66,497,11193,65535,,0,0,0,0,,,,,
1962,2025-08-12 15:27:10.737619,192.168.159.198,192.168.159.241,4840,63054,TCP,106,66,11193,614,8192,,0,0,0,0,,,,,
1963,2025-08-12 15:27:10.744593,192.168.159.241,192.168.159.198,63054,4840,TCP,7354,66,614,11245,65483,,0,0,0,0,,,,,
1964,2025-08-12 15:27:10.750702,192.168.159.198,192.168.159.241,4840,63054,TCP,60,66,11245,3534,6732,,0,0,0,0,,,,,
1965,2025-08-12 15:27:10.750774,192.168.159.241,192.168.159.198,63054,4840,TCP,1514,66,7914,11245,65483,,0,0,0,0,,,,,
1966,2025-08-12 15:27:10.753687,192.168.159.198,192.168.159.241,4840,63054,TCP,60,66,11245,6454,3812,,0,0,0,0,,,,,
1967,2025-08-12 15:27:10.760722,192.168.159.198,192.168.159.241,4840,63054,TCP,60,66,11245,9374,892,,0,0,0,0,,,,,
1968,2025-08-12 15:27:10.761621,192.168.159.198,192.168.159.241,4840,63054,TCP,60,66,11245,9374,0,,0,0,0,0,,,,,
1969,2025-08-12 15:27:10.792056,192.168.159.241,192.168.159.198,63055,4840,TCP,66,67,0,0,65535,,0,0,0,0,,,,,
1970,2025-08-12 15:27:10.794761,192.168.159.198,192.168.159.241,4840,63055,TCP,60,67,0,1,8192,,0,0,0,0,,,,,
1971,2025-08-12 15:27:10.794929,192.168.159.241,192.168.159.198,63055,4840,TCP,54,67,1,1,65535,,0,0,0,0,,,,,
1972,2025-08-12 15:27:10.796369,192.168.159.241,192.168.159.198,63055,4840,TCP,116,67,1,1,65535,,0,0,0,0,,,,,
1973,2025-08-12 15:27:10.831724,192.168.159.198,192.168.159.241,4840,63055,TCP,82,67,1,63,8192,,0,0,0,0,,,,,
1974,2025-08-12 15:27:10.835236,192.168.159.241,192.168.159.198,63055,4840,TCP,187,67,63,29,65507,,0,0,0,0,,,,,
1975,2025-08-12 15:27:10.847746,192.168.159.198,192.168.159.241,4840,63055,TCP,190,67,29,196,8192,,0,0,0,0,,,,,
1976,2025-08-12 15:27:10.853131,192.168.159.241,192.168.159.198,63055,4840,TCP,355,67,196,165,65371,,0,0,0,0,,,,,
1977,2025-08-12 15:27:10.969877,192.168.159.198,192.168.159.241,4840,63055,TCP,1514,67,165,497,8192,,0,0,0,0,,,,,
1978,2025-08-12 15:27:10.972862,192.168.159.198,192.168.159.241,4840,63055,TCP,1514,67,1625,497,8192,,0,0,0,0,,,,,
1979,2025-08-12 15:27:10.972934,192.168.159.241,192.168.159.198,63055,4840,TCP,54,67,497,3085,65535,,0,0,0,0,,,,,
1980,2025-08-12 15:27:10.974865,192.168.159.198,192.168.159.241,4840,63055,TCP,1514,67,3085,497,8192,,0,0,0,0,,,,,
1981,2025-08-12 15:27:10.974865,192.168.159.198,192.168.159.241,4840,63055,TCP,1514,67,4545,497,8192,,0,0,0,0,,,,,
1982,2025-08-12 15:27:10.974928,192.168.159.241,192.168.159.198,63055,4840,TCP,54,67,497,6005,65535,,0,0,0,0,,,,,
1983,2025-08-12 15:27:10.977831,192.168.159.198,192.168.159.241,4840,63055,TCP,1514,67,6005,497,8192,,0,0,0,0,,,,,
1984,2025-08-12 15:27:10.979762,192.168.159.198,192.168.159.241,4840,63055,TCP,946,67,7465,497,8192,,0,0,0,0,,,,,
1985,2025-08-12 15:27:10.979819,192.168.159.241,192.168.159.198,63055,4840,TCP,54,67,497,8357,65535,,0,0,0,0,,,,,
1986,2025-08-12 15:27:10.987953,192.168.159.198,192.168.159.241,4840,63055,TCP,1514,67,8357,497,8192,,0,0,0,0,,,,,
1987,2025-08-12 15:27:10.990846,192.168.159.198,192.168.159.241,4840,63055,TCP,1430,67,9817,497,8192,,0,0,0,0,,,,,
1988,2025-08-12 15:27:10.990939,192.168.159.241,192.168.159.198,63055,4840,TCP,54,67,497,11193,65535,,0,0,0,0,,,,,
1989,2025-08-12 15:27:10.999925,192.168.159.241,192.168.159.198,63055,4840,TCP,171,67,497,11193,65535,,0,0,0,0,,,,,
1990,2025-08-12 15:27:11.016729,192.168.159.198,192.168.159.241,4840,63055,TCP,106,67,11193,614,8192,,0,0,0,0,,,,,
1991,2025-08-12 15:27:11.022538,192.168.159.241,192.168.159.198,63055,4840,TCP,197,67,614,11245,65483,,0,0,0,0,,,,,
1992,2025-08-12 15:27:11.183937,192.168.159.198,192.168.159.241,4840,63055,TCP,60,67,11245,757,8192,,0,0,0,0,,,,,
1993,2025-08-12 15:27:11.184016,192.168.159.241,192.168.159.198,63055,4840,TCP,117,67,757,11245,65483,,0,0,0,0,,,,,
1994,2025-08-12 15:27:11.393623,192.168.159.198,192.168.159.241,4840,63055,TCP,60,67,11245,820,8129,,0,0,0,0,,,,,
1995,2025-08-12 15:27:11.500836,192.168.159.198,192.168.159.241,4840,63055,TCP,106,67,11245,820,8129,,0,0,0,0,,,,,
1996,2025-08-12 15:27:11.502323,192.168.159.241,192.168.159.198,63055,4840,TCP,111,67,820,11297,65431,,0,0,0,0,,,,,
1997,2025-08-12 15:27:11.504369,192.168.159.241,192.168.159.198,63055,4840,TCP,54,67,877,11297,65431,,0,0,0,0,,,,,
1998,2025-08-12 15:27:11.506768,192.168.159.241,192.168.159.198,63056,4840,TCP,66,68,0,0,65535,,0,0,0,0,,,,,
1999,2025-08-12 15:27:11.515680,192.168.159.198,192.168.159.241,4840,63055,TCP,60,67,11297,878,8135,,0,0,0,0,,,,,
2000,2025-08-12 15:27:11.516653,192.168.159.198,192.168.159.241,4840,63056,TCP,60,68,0,1,8192,,0,0,0,0,,,,,
2001,2025-08-12 15:27:11.516804,192.168.159.241,192.168.159.198,63056,4840,TCP,54,68,1,1,65535,,0,0,0,0,,,,,
2002,2025-08-12 15:27:11.518883,192.168.159.241,192.168.159.198,63056,4840,TCP,116,68,1,1,65535,,0,0,0,0,,,,,
2003,2025-08-12 15:27:11.539577,192.168.159.198,192.168.159.241,4840,63055,TCP,106,67,11297,878,8135,,0,0,0,0,,,,,
2004,2025-08-12 15:27:11.539677,192.168.159.241,192.168.159.198,63055,4840,TCP,54,67,878,11349,0,,0,0,0,0,,,,,
2005,2025-08-12 15:27:11.581568,192.168.159.198,192.168.159.241,4840,63056,TCP,82,68,1,63,8192,,0,0,0,0,,,,,
2006,2025-08-12 15:27:11.585159,192.168.159.241,192.168.159.198,63056,4840,TCP,187,68,63,29,65507,,0,0,0,0,,,,,
2007,2025-08-12 15:27:11.602715,192.168.159.198,192.168.159.241,4840,63056,TCP,190,68,29,196,8192,,0,0,0,0,,,,,
2008,2025-08-12 15:27:11.608316,192.168.159.241,192.168.159.198,63056,4840,TCP,355,68,196,165,65371,,0,0,0,0,,,,,
2009,2025-08-12 15:27:11.723073,192.168.159.198,192.168.159.241,4840,63056,TCP,1514,68,165,497,8192,,0,0,0,0,,,,,
2010,2025-08-12 15:27:11.723073,192.168.159.198,192.168.159.241,4840,63056,TCP,1514,68,1625,497,8192,,0,0,0,0,,,,,
2011,2025-08-12 15:27:11.723208,192.168.159.241,192.168.159.198,63056,4840,TCP,54,68,497,3085,65535,,0,0,0,0,,,,,
2012,2025-08-12 15:27:11.725809,192.168.159.198,192.168.159.241,4840,63056,TCP,1514,68,3085,497,8192,,0,0,0,0,,,,,
2013,2025-08-12 15:27:11.730791,192.168.159.198,192.168.159.241,4840,63056,TCP,1514,68,4545,497,8192,,0,0,0,0,,,,,
2014,2025-08-12 15:27:11.730844,192.168.159.241,192.168.159.198,63056,4840,TCP,54,68,497,6005,65535,,0,0,0,0,,,,,
2015,2025-08-12 15:27:11.733813,192.168.159.198,192.168.159.241,4840,63056,TCP,1514,68,6005,497,8192,,0,0,0,0,,,,,
2016,2025-08-12 15:27:11.733813,192.168.159.198,192.168.159.241,4840,63056,TCP,946,68,7465,497,8192,,0,0,0,0,,,,,
2017,2025-08-12 15:27:11.733877,192.168.159.241,192.168.159.198,63056,4840,TCP,54,68,497,8357,65535,,0,0,0,0,,,,,
2018,2025-08-12 15:27:11.740730,192.168.159.198,192.168.159.241,4840,63056,TCP,1514,68,8357,497,8192,,0,0,0,0,,,,,
2019,2025-08-12 15:27:11.741798,192.168.159.198,192.168.159.241,4840,63056,TCP,1430,68,9817,497,8192,,0,0,0,0,,,,,
2020,2025-08-12 15:27:11.741886,192.168.159.241,192.168.159.198,63056,4840,TCP,54,68,497,11193,65535,,0,0,0,0,,,,,
2021,2025-08-12 15:27:11.750382,192.168.159.241,192.168.159.198,63056,4840,TCP,171,68,497,11193,65535,,0,0,0,0,,,,,
2022,2025-08-12 15:27:11.766685,192.168.159.198,192.168.159.241,4840,63056,TCP,106,68,11193,614,8192,,0,0,0,0,,,,,
2023,2025-08-12 15:27:11.780259,192.168.159.241,192.168.159.198,63056,4840,TCP,193,68,614,11245,65483,,0,0,0,0,,,,,
2024,2025-08-12 15:27:11.887716,192.168.159.198,192.168.159.241,4840,63056,TCP,60,68,11245,753,8192,,0,0,0,0,,,,,
2025,2025-08-12 15:27:11.887854,192.168.159.241,192.168.159.198,63056,4840,TCP,117,68,753,11245,65483,,0,0,0,0,,,,,
2026,2025-08-12 15:27:11.908695,192.168.159.198,192.168.159.241,4840,63056,TCP,106,68,11245,816,8129,,0,0,0,0,,,,,
2027,2025-08-12 15:27:11.910958,192.168.159.241,192.168.159.198,63056,4840,TCP,111,68,816,11297,65431,,0,0,0,0,,,,,
2028,2025-08-12 15:27:11.913837,192.168.159.241,192.168.159.198,63056,4840,TCP,54,68,873,11297,65431,,0,0,0,0,,,,,
2029,2025-08-12 15:27:11.916682,192.168.159.241,192.168.159.198,63057,4840,TCP,66,69,0,0,65535,,0,0,0,0,,,,,
2030,2025-08-12 15:27:11.923603,192.168.159.198,192.168.159.241,4840,63056,TCP,60,68,11297,874,8135,,0,0,0,0,,,,,
2031,2025-08-12 15:27:11.926592,192.168.159.198,192.168.159.241,4840,63057,TCP,60,69,0,1,8192,,0,0,0,0,,,,,
2032,2025-08-12 15:27:11.926774,192.168.159.241,192.168.159.198,63057,4840,TCP,54,69,1,1,65535,,0,0,0,0,,,,,
2033,2025-08-12 15:27:11.929191,192.168.159.241,192.168.159.198,63057,4840,TCP,116,69,1,1,65535,,0,0,0,0,,,,,
2034,2025-08-12 15:27:11.934822,192.168.159.198,192.168.159.241,4840,63056,TCP,106,68,11297,874,8135,,0,0,0,0,,,,,
2035,2025-08-12 15:27:11.934973,192.168.159.241,192.168.159.198,63056,4840,TCP,54,68,874,11349,0,,0,0,0,0,,,,,
2036,2025-08-12 15:27:11.981550,192.168.159.198,192.168.159.241,4840,63057,TCP,82,69,1,63,8192,,0,0,0,0,,,,,
2037,2025-08-12 15:27:11.984998,192.168.159.241,192.168.159.198,63057,4840,TCP,187,69,63,29,65507,,0,0,0,0,,,,,
2038,2025-08-12 15:27:12.002657,192.168.159.198,192.168.159.241,4840,63057,TCP,190,69,29,196,8192,,0,0,0,0,,,,,
2039,2025-08-12 15:27:12.007535,192.168.159.241,192.168.159.198,63057,4840,TCP,355,69,196,165,65371,,0,0,0,0,,,,,
2040,2025-08-12 15:27:12.127803,192.168.159.198,192.168.159.241,4840,63057,TCP,1514,69,165,497,8192,,0,0,0,0,,,,,
2041,2025-08-12 15:27:12.127803,192.168.159.198,192.168.159.241,4840,63057,TCP,1514,69,1625,497,8192,,0,0,0,0,,,,,
2042,2025-08-12 15:27:12.127930,192.168.159.241,192.168.159.198,63057,4840,TCP,54,69,497,3085,65535,,0,0,0,0,,,,,
2043,2025-08-12 15:27:12.130785,192.168.159.198,192.168.159.241,4840,63057,TCP,1514,69,3085,497,8192,,0,0,0,0,,,,,
2044,2025-08-12 15:27:12.130785,192.168.159.198,192.168.159.241,4840,63057,TCP,1514,69,4545,497,8192,,0,0,0,0,,,,,
2045,2025-08-12 15:27:12.130857,192.168.159.241,192.168.159.198,63057,4840,TCP,54,69,497,6005,65535,,0,0,0,0,,,,,
2046,2025-08-12 15:27:12.132781,192.168.159.198,192.168.159.241,4840,63057,TCP,1514,69,6005,497,8192,,0,0,0,0,,,,,
2047,2025-08-12 15:27:12.133705,192.168.159.198,192.168.159.241,4840,63057,TCP,946,69,7465,497,8192,,0,0,0,0,,,,,
2048,2025-08-12 15:27:12.133758,192.168.159.241,192.168.159.198,63057,4840,TCP,54,69,497,8357,65535,,0,0,0,0,,,,,
2049,2025-08-12 15:27:12.143794,192.168.159.198,192.168.159.241,4840,63057,TCP,1514,69,8357,497,8192,,0,0,0,0,,,,,
2050,2025-08-12 15:27:12.143794,192.168.159.198,192.168.159.241,4840,63057,TCP,1430,69,9817,497,8192,,0,0,0,0,,,,,
2051,2025-08-12 15:27:12.143895,192.168.159.241,192.168.159.198,63057,4840,TCP,54,69,497,11193,65535,,0,0,0,0,,,,,
2052,2025-08-12 15:27:12.152725,192.168.159.241,192.168.159.198,63057,4840,TCP,171,69,497,11193,65535,,0,0,0,0,,,,,
2053,2025-08-12 15:27:12.169747,192.168.159.198,192.168.159.241,4840,63057,TCP,106,69,11193,614,8192,,0,0,0,0,,,,,
2054,2025-08-12 15:27:12.176124,192.168.159.241,192.168.159.198,63057,4840,TCP,167,69,614,11245,65483,,0,0,0,0,,,,,
2055,2025-08-12 15:27:12.292870,192.168.159.198,192.168.159.241,4840,63057,TCP,60,69,11245,727,8192,,0,0,0,0,,,,,
2056,2025-08-12 15:27:12.292973,192.168.159.241,192.168.159.198,63057,4840,TCP,117,69,727,11245,65483,,0,0,0,0,,,,,
2057,2025-08-12 15:27:12.305594,192.168.159.198,192.168.159.241,4840,63057,TCP,106,69,11245,790,8129,,0,0,0,0,,,,,
2058,2025-08-12 15:27:12.306960,192.168.159.241,192.168.159.198,63057,4840,TCP,111,69,790,11297,65431,,0,0,0,0,,,,,
2059,2025-08-12 15:27:12.308645,192.168.159.241,192.168.159.198,63057,4840,TCP,54,69,847,11297,65431,,0,0,0,0,,,,,
2060,2025-08-12 15:27:12.310608,192.168.159.241,192.168.159.198,63058,4840,TCP,66,70,0,0,65535,,0,0,0,0,,,,,
2061,2025-08-12 15:27:12.323575,192.168.159.198,192.168.159.241,4840,63057,TCP,60,69,11297,848,8135,,0,0,0,0,,,,,
2062,2025-08-12 15:27:12.323575,192.168.159.198,192.168.159.241,4840,63058,TCP,60,70,0,1,8192,,0,0,0,0,,,,,
2063,2025-08-12 15:27:12.323734,192.168.159.241,192.168.159.198,63058,4840,TCP,54,70,1,1,65535,,0,0,0,0,,,,,
2064,2025-08-12 15:27:12.325567,192.168.159.241,192.168.159.198,63058,4840,TCP,116,70,1,1,65535,,0,0,0,0,,,,,
2065,2025-08-12 15:27:12.328522,192.168.159.198,192.168.159.241,4840,63057,TCP,106,69,11297,848,8135,,0,0,0,0,,,,,
2066,2025-08-12 15:27:12.328585,192.168.159.241,192.168.159.198,63057,4840,TCP,54,69,848,11349,0,,0,0,0,0,,,,,
2067,2025-08-12 15:27:12.378615,192.168.159.198,192.168.159.241,4840,63058,TCP,82,70,1,63,8192,,0,0,0,0,,,,,
2068,2025-08-12 15:27:12.382505,192.168.159.241,192.168.159.198,63058,4840,TCP,187,70,63,29,65507,,0,0,0,0,,,,,
2069,2025-08-12 15:27:12.399608,192.168.159.198,192.168.159.241,4840,63058,TCP,190,70,29,196,8192,,0,0,0,0,,,,,
2070,2025-08-12 15:27:12.404485,192.168.159.241,192.168.159.198,63058,4840,TCP,355,70,196,165,65371,,0,0,0,0,,,,,
2071,2025-08-12 15:27:12.520056,192.168.159.198,192.168.159.241,4840,63058,TCP,1514,70,165,497,8192,,0,0,0,0,,,,,
2072,2025-08-12 15:27:12.521759,192.168.159.198,192.168.159.241,4840,63058,TCP,1514,70,1625,497,8192,,0,0,0,0,,,,,
2073,2025-08-12 15:27:12.521826,192.168.159.241,192.168.159.198,63058,4840,TCP,54,70,497,3085,65535,,0,0,0,0,,,,,
2074,2025-08-12 15:27:12.527768,192.168.159.198,192.168.159.241,4840,63058,TCP,1514,70,3085,497,8192,,0,0,0,0,,,,,
2075,2025-08-12 15:27:12.527768,192.168.159.198,192.168.159.241,4840,63058,TCP,1514,70,4545,497,8192,,0,0,0,0,,,,,
2076,2025-08-12 15:27:12.527832,192.168.159.241,192.168.159.198,63058,4840,TCP,54,70,497,6005,65535,,0,0,0,0,,,,,
2077,2025-08-12 15:27:12.529821,192.168.159.198,192.168.159.241,4840,63058,TCP,1514,70,6005,497,8192,,0,0,0,0,,,,,
2078,2025-08-12 15:27:12.529821,192.168.159.198,192.168.159.241,4840,63058,TCP,946,70,7465,497,8192,,0,0,0,0,,,,,
2079,2025-08-12 15:27:12.529898,192.168.159.241,192.168.159.198,63058,4840,TCP,54,70,497,8357,65535,,0,0,0,0,,,,,
2080,2025-08-12 15:27:12.537772,192.168.159.198,192.168.159.241,4840,63058,TCP,1514,70,8357,497,8192,,0,0,0,0,,,,,
2081,2025-08-12 15:27:12.539773,192.168.159.198,192.168.159.241,4840,63058,TCP,1430,70,9817,497,8192,,0,0,0,0,,,,,
2082,2025-08-12 15:27:12.539861,192.168.159.241,192.168.159.198,63058,4840,TCP,54,70,497,11193,65535,,0,0,0,0,,,,,
2083,2025-08-12 15:27:12.547917,192.168.159.241,192.168.159.198,63058,4840,TCP,171,70,497,11193,65535,,0,0,0,0,,,,,
2084,2025-08-12 15:27:12.563637,192.168.159.198,192.168.159.241,4840,63058,TCP,106,70,11193,614,8192,,0,0,0,0,,,,,
2085,2025-08-12 15:27:12.570659,192.168.159.241,192.168.159.198,63058,4840,TCP,197,70,614,11245,65483,,0,0,0,0,,,,,
2086,2025-08-12 15:27:12.694530,192.168.159.198,192.168.159.241,4840,63058,TCP,106,70,11245,757,8192,,0,0,0,0,,,,,
2087,2025-08-12 15:27:12.694655,192.168.159.241,192.168.159.198,63058,4840,TCP,117,70,757,11297,65431,,0,0,0,0,,,,,
2088,2025-08-12 15:27:12.697811,192.168.159.241,192.168.159.198,63058,4840,TCP,111,70,820,11297,65431,,0,0,0,0,,,,,
2089,2025-08-12 15:27:12.699828,192.168.159.241,192.168.159.198,63059,4840,TCP,66,71,0,0,65535,,0,0,0,0,,,,,
2090,2025-08-12 15:27:12.704562,192.168.159.198,192.168.159.241,4840,63058,TCP,60,70,11297,878,8135,,0,0,0,0,,,,,
2091,2025-08-12 15:27:12.712572,192.168.159.198,192.168.159.241,4840,63059,TCP,60,71,0,1,8192,,0,0,0,0,,,,,
2092,2025-08-12 15:27:12.712708,192.168.159.241,192.168.159.198,63059,4840,TCP,54,71,1,1,65535,,0,0,0,0,,,,,
2093,2025-08-12 15:27:12.714276,192.168.159.241,192.168.159.198,63059,4840,TCP,116,71,1,1,65535,,0,0,0,0,,,,,
2094,2025-08-12 15:27:12.722610,192.168.159.198,192.168.159.241,4840,63058,TCP,106,70,11297,878,8135,,0,0,0,0,,,,,
2095,2025-08-12 15:27:12.722717,192.168.159.241,192.168.159.198,63058,4840,TCP,54,70,878,11349,0,,0,0,0,0,,,,,
2096,2025-08-12 15:27:12.772513,192.168.159.198,192.168.159.241,4840,63059,TCP,82,71,1,63,8192,,0,0,0,0,,,,,
2097,2025-08-12 15:27:12.775388,192.168.159.241,192.168.159.198,63059,4840,TCP,187,71,63,29,65507,,0,0,0,0,,,,,
2098,2025-08-12 15:27:12.788582,192.168.159.198,192.168.159.241,4840,63059,TCP,190,71,29,196,8192,,0,0,0,0,,,,,
2099,2025-08-12 15:27:12.792484,192.168.159.241,192.168.159.198,63059,4840,TCP,355,71,196,165,65371,,0,0,0,0,,,,,
2100,2025-08-12 15:27:12.900657,192.168.159.198,192.168.159.241,4840,63059,TCP,60,71,165,497,8192,,0,0,0,0,,,,,
2101,2025-08-12 15:27:12.914851,192.168.159.198,192.168.159.241,4840,63059,TCP,1514,71,165,497,8192,,0,0,0,0,,,,,
2102,2025-08-12 15:27:12.916745,192.168.159.198,192.168.159.241,4840,63059,TCP,1514,71,1625,497,8192,,0,0,0,0,,,,,
