"No.","Time","Source","Destination","Protocol","Length","Info"
"3443","354.780591","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3444","355.060627","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3445","355.782856","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3446","356.781695","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3447","357.548028","LuxsharePrec_e3:7e:93","LLDP_Multicast","LLDP","143","LA/heiko LA/port-001 20 SysN=HEIKO SysD=LENOVO 82QG,Yoga 7 16IAP7,PF48WSD7 RTClass3 Port Status = OFF"
"3448","357.782412","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3449","358.783207","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3450","359.785784","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3451","360.060098","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3452","360.785111","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3453","361.785711","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3454","362.786728","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3455","363.788968","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3456","364.787980","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3457","365.059868","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3458","365.614054","LuxsharePrec_e3:7e:93","LLDP_Multicast","LLDP","143","LA/heiko LA/port-001 20 SysN=HEIKO SysD=LENOVO 82QG,Yoga 7 16IAP7,PF48WSD7 RTClass3 Port Status = OFF"
"3459","365.788394","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3460","366.789116","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3461","367.791947","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3462","368.791004","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3463","369.791595","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3464","370.059917","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3465","370.203653","192.168.159.198","192.168.159.241","TCP","60","[TCP Keep-Alive] 4840  >  63085 [ACK] Seq=11192 Ack=497 Win=8192 Len=0"
"3466","370.203719","192.168.159.241","192.168.159.198","TCP","54","[TCP Keep-Alive ACK] 63085  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"3467","370.792516","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3468","371.795313","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3469","372.794143","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3470","373.697398","LuxsharePrec_e3:7e:93","LLDP_Multicast","LLDP","143","LA/heiko LA/port-001 20 SysN=HEIKO SysD=LENOVO 82QG,Yoga 7 16IAP7,PF48WSD7 RTClass3 Port Status = OFF"
"3471","373.794897","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3472","374.795620","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3473","375.059446","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3474","375.797652","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3475","376.796665","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3476","377.797373","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3477","378.798293","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3478","379.800852","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3479","380.059157","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3480","380.799885","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3481","381.748017","LuxsharePrec_e3:7e:93","LLDP_Multicast","LLDP","143","LA/heiko LA/port-001 20 SysN=HEIKO SysD=LENOVO 82QG,Yoga 7 16IAP7,PF48WSD7 RTClass3 Port Status = OFF"
"3482","381.800617","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3483","382.801432","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3484","383.804366","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3485","384.803003","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3486","385.059230","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3487","385.803352","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3488","386.804191","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3489","387.806602","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3490","388.530183","192.168.159.241","224.0.0.251","MDNS","204","Standard query response 0x0000 PTR Heiko._dosvc._tcp.local SRV 0 0 7680 Heiko.local TXT"
"3491","388.531655","fe80::85a4:4fb8:dd29:d0aa","ff02::fb","MDNS","224","Standard query response 0x0000 PTR Heiko._dosvc._tcp.local SRV 0 0 7680 Heiko.local TXT"
"3492","388.533423","192.168.159.241","224.0.0.251","MDNS","83","Standard query 0x0000 ANY Heiko._dosvc._tcp.local, ""QM"" question"
"3493","388.534459","fe80::85a4:4fb8:dd29:d0aa","ff02::fb","MDNS","103","Standard query 0x0000 ANY Heiko._dosvc._tcp.local, ""QM"" question"
"3494","388.795954","192.168.159.241","224.0.0.251","MDNS","83","Standard query 0x0000 ANY Heiko._dosvc._tcp.local, ""QM"" question"
"3495","388.797800","fe80::85a4:4fb8:dd29:d0aa","ff02::fb","MDNS","103","Standard query 0x0000 ANY Heiko._dosvc._tcp.local, ""QM"" question"
"3496","388.805670","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3497","389.060569","192.168.159.241","224.0.0.251","MDNS","83","Standard query 0x0000 ANY Heiko._dosvc._tcp.local, ""QM"" question"
"3498","389.062088","fe80::85a4:4fb8:dd29:d0aa","ff02::fb","MDNS","103","Standard query 0x0000 ANY Heiko._dosvc._tcp.local, ""QM"" question"
"3499","389.313635","192.168.159.241","224.0.0.251","MDNS","259","Standard query response 0x0000 PTR, cache flush Heiko._dosvc._tcp.local SRV, cache flush 0 0 7680 Heiko.local TXT, cache flush A, cache flush 192.168.159.241 AAAA, cache flush fe80::85a4:4fb8:dd29:d0aa"
"3500","389.315008","fe80::85a4:4fb8:dd29:d0aa","ff02::fb","MDNS","279","Standard query response 0x0000 PTR, cache flush Heiko._dosvc._tcp.local SRV, cache flush 0 0 7680 Heiko.local TXT, cache flush A, cache flush 192.168.159.241 AAAA, cache flush fe80::85a4:4fb8:dd29:d0aa"
"3501","389.316333","192.168.159.241","224.0.0.251","MDNS","205","Standard query response 0x0000 SRV, cache flush 0 0 7680 Heiko.local TXT, cache flush A, cache flush 192.168.159.241 AAAA, cache flush fe80::85a4:4fb8:dd29:d0aa"
"3502","389.317423","fe80::85a4:4fb8:dd29:d0aa","ff02::fb","MDNS","225","Standard query response 0x0000 SRV, cache flush 0 0 7680 Heiko.local TXT, cache flush A, cache flush 192.168.159.241 AAAA, cache flush fe80::85a4:4fb8:dd29:d0aa"
"3503","389.806530","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3504","389.811085","LuxsharePrec_e3:7e:93","LLDP_Multicast","LLDP","143","LA/heiko LA/port-001 20 SysN=HEIKO SysD=LENOVO 82QG,Yoga 7 16IAP7,PF48WSD7 RTClass3 Port Status = OFF"
"3505","390.058575","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3506","390.807377","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3507","391.809885","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3508","392.809174","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3509","393.809757","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3510","394.810833","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3511","395.058778","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3512","395.812841","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3513","396.811970","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3514","397.812901","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3515","397.879007","LuxsharePrec_e3:7e:93","LLDP_Multicast","LLDP","143","LA/heiko LA/port-001 20 SysN=HEIKO SysD=LENOVO 82QG,Yoga 7 16IAP7,PF48WSD7 RTClass3 Port Status = OFF"
"3516","398.813105","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3517","399.815948","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3518","400.058105","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3519","400.202438","192.168.159.198","192.168.159.241","TCP","60","[TCP Keep-Alive] 4840  >  63085 [ACK] Seq=11192 Ack=497 Win=8192 Len=0"
"3520","400.202522","192.168.159.241","192.168.159.198","TCP","54","[TCP Keep-Alive ACK] 63085  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"3521","400.815005","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3522","401.815462","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3523","402.816297","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3524","403.818975","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3525","404.817423","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3526","405.057842","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3527","405.177577","LuxsharePrec_e3:7e:93","Siemens_96:53:b4","ARP","42","Who has 192.168.159.198? Tell 192.168.159.241"
"3528","405.180076","Siemens_96:53:b4","LuxsharePrec_e3:7e:93","ARP","60","192.168.159.198 is at 28:63:36:96:53:b4"
"3529","405.818359","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3530","405.943323","LuxsharePrec_e3:7e:93","LLDP_Multicast","LLDP","143","LA/heiko LA/port-001 20 SysN=HEIKO SysD=LENOVO 82QG,Yoga 7 16IAP7,PF48WSD7 RTClass3 Port Status = OFF"
"3531","406.819059","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3532","407.821859","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3533","408.820766","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3534","409.821456","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3535","410.057836","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3536","410.822624","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3537","411.824858","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3538","412.824101","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3539","413.824621","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3540","413.999675","LuxsharePrec_e3:7e:93","LLDP_Multicast","LLDP","143","LA/heiko LA/port-001 20 SysN=HEIKO SysD=LENOVO 82QG,Yoga 7 16IAP7,PF48WSD7 RTClass3 Port Status = OFF"
"3541","414.825261","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3542","415.057378","Siemens_96:53:b5","LLDP_Multicast","LLDP","345","LA/S7-1200                   6ES7 212-1BE40-0XB0  S C-H3SE0080         4 V  4  4  0 LA/port-001.s7xb1200xbopc-uaxbsimulation9ee2 20 SysD=Siemens, SIMATIC S7, CPU-1200, 6ES7 212-1BE40-0XB0, HW: 4, FW: V.4.4.0, S C-H3SE0080 RTClass3 Port Status = OFF"
"3543","415.827417","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3544","416.826492","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3545","417.827361","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3546","418.431165","192.168.159.198","192.168.159.241","TCP","60","4840  >  63085 [RST, ACK] Seq=11193 Ack=497 Win=0 Len=0"
"3547","418.581382","192.168.159.241","192.168.159.198","TCP","66","63143  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"3548","418.584103","192.168.159.198","192.168.159.241","TCP","60","4840  >  63143 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"3549","418.584211","192.168.159.241","192.168.159.198","TCP","54","63143  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3550","418.585615","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"3551","418.622054","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"3552","418.625082","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"3553","418.638073","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"3554","418.644033","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"3555","418.763260","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63143 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3562]"
"3556","418.763260","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63143 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3562]"
"3557","418.763373","192.168.159.241","192.168.159.198","TCP","54","63143  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"3558","418.765287","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63143 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3562]"
"3559","418.766183","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63143 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3562]"
"3560","418.766250","192.168.159.241","192.168.159.198","TCP","54","63143  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"3561","418.768233","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63143 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3562]"
"3562","418.768233","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"3563","418.768300","192.168.159.241","192.168.159.198","TCP","54","63143  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"3564","418.776183","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63143 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3565]"
"3565","418.778282","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"3566","418.778367","192.168.159.241","192.168.159.198","TCP","54","63143  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"3567","418.785132","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"3568","418.802000","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"3569","418.806463","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ReadRequest"
"3570","418.828079","TPLink_73:76:c4","Broadcast","Realtek","60",""
"3571","418.928141","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"3572","418.928255","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"3573","418.931260","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"3574","418.934032","192.168.159.241","192.168.159.198","TCP","66","63144  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"3575","418.938143","192.168.159.198","192.168.159.241","TCP","60","4840  >  63143 [ACK] Seq=11297 Ack=852 Win=8135 Len=0"
"3576","418.940106","192.168.159.198","192.168.159.241","TCP","60","4840  >  63144 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"3577","418.940255","192.168.159.241","192.168.159.198","TCP","54","63144  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3578","418.941970","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"3579","418.956152","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"3580","418.956241","192.168.159.241","192.168.159.198","TCP","54","63143  >  4840 [RST, ACK] Seq=852 Ack=11349 Win=0 Len=0"
"3581","419.001162","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"3582","419.004451","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"3583","419.027347","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"3584","419.033756","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"3585","419.152553","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63144 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3592]"
"3586","419.152553","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63144 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3592]"
"3587","419.152721","192.168.159.241","192.168.159.198","TCP","54","63144  >  4840 [ACK] Seq=497 Ack=3085 Win=65535 Len=0"
"3588","419.155274","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63144 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3592]"
"3589","419.157258","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63144 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3592]"
"3590","419.157313","192.168.159.241","192.168.159.198","TCP","54","63144  >  4840 [ACK] Seq=497 Ack=6005 Win=65535 Len=0"
"3591","419.160211","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63144 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3592]"
"3592","419.160211","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"3593","419.160288","192.168.159.241","192.168.159.198","TCP","54","63144  >  4840 [ACK] Seq=497 Ack=8357 Win=65535 Len=0"
"3594","419.168274","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63144 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3595]"
"3595","419.168274","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"3596","419.168391","192.168.159.241","192.168.159.198","TCP","54","63144  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"3597","419.176965","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"3598","419.194035","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"3599","419.197265","192.168.159.241","192.168.159.198","OpcUa","174","UA Secure Conversation Message: ReadRequest"
"3600","419.311409","192.168.159.198","192.168.159.241","TCP","60","4840  >  63144 [ACK] Seq=11245 Ack=734 Win=8192 Len=0"
"3601","419.311506","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"3602","419.328337","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"3603","419.329846","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"3604","419.331686","192.168.159.241","192.168.159.198","TCP","54","63144  >  4840 [FIN, ACK] Seq=854 Ack=11297 Win=65431 Len=0"
"3605","419.333990","192.168.159.241","192.168.159.198","TCP","66","63145  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"3606","419.340133","192.168.159.198","192.168.159.241","TCP","60","4840  >  63144 [ACK] Seq=11297 Ack=855 Win=8135 Len=0"
"3607","419.348060","192.168.159.198","192.168.159.241","TCP","60","4840  >  63145 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"3608","419.348060","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"3609","419.348296","192.168.159.241","192.168.159.198","TCP","54","63144  >  4840 [RST, ACK] Seq=855 Ack=11349 Win=0 Len=0"
"3610","419.348338","192.168.159.241","192.168.159.198","TCP","54","63145  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3611","419.350301","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"3612","419.408375","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
"3613","419.411233","192.168.159.241","192.168.159.198","OpcUa","187","OpenSecureChannel message"
"3614","419.429148","192.168.159.198","192.168.159.241","OpcUa","190","OpenSecureChannel message"
"3615","419.434284","192.168.159.241","192.168.159.198","OpcUa","355","UA Secure Conversation Message: CreateSessionRequest"
"3616","419.546383","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63145 [ACK] Seq=165 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3623]"
"3617","419.554471","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63145 [ACK] Seq=1625 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3623]"
"3618","419.554471","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63145 [ACK] Seq=3085 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3623]"
"3619","419.554555","192.168.159.241","192.168.159.198","TCP","54","63145  >  4840 [ACK] Seq=497 Ack=4545 Win=65535 Len=0"
"3620","419.557305","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63145 [ACK] Seq=4545 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3623]"
"3621","419.557305","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63145 [ACK] Seq=6005 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3623]"
"3622","419.557381","192.168.159.241","192.168.159.198","TCP","54","63145  >  4840 [ACK] Seq=497 Ack=7465 Win=65535 Len=0"
"3623","419.562392","192.168.159.198","192.168.159.241","OpcUa","946","UA Secure Conversation Message (Message fragment 52)"
"3624","419.562503","192.168.159.241","192.168.159.198","TCP","54","63145  >  4840 [ACK] Seq=497 Ack=8357 Win=64643 Len=0"
"3625","419.567239","192.168.159.198","192.168.159.241","TCP","1514","4840  >  63145 [ACK] Seq=8357 Ack=497 Win=8192 Len=1460 [TCP PDU reassembled in 3626]"
"3626","419.570187","192.168.159.198","192.168.159.241","OpcUa","1430","UA Secure Conversation Message: CreateSessionResponse (Message Reassembled)"
"3627","419.570256","192.168.159.241","192.168.159.198","TCP","54","63145  >  4840 [ACK] Seq=497 Ack=11193 Win=65535 Len=0"
"3628","419.579125","192.168.159.241","192.168.159.198","OpcUa","171","UA Secure Conversation Message: ActivateSessionRequest"
"3629","419.593098","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"3630","419.599457","192.168.159.241","192.168.159.198","OpcUa","174","UA Secure Conversation Message: ReadRequest"
"3631","419.716282","192.168.159.198","192.168.159.241","TCP","60","4840  >  63145 [ACK] Seq=11245 Ack=734 Win=8192 Len=0"
"3632","419.716326","192.168.159.241","192.168.159.198","OpcUa","117","UA Secure Conversation Message: CloseSessionRequest"
"3633","419.729101","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"3634","419.730394","192.168.159.241","192.168.159.198","OpcUa","111","CloseSecureChannel message: CloseSecureChannelRequest"
"3635","419.732389","192.168.159.241","192.168.159.198","TCP","54","63145  >  4840 [FIN, ACK] Seq=854 Ack=11297 Win=65431 Len=0"
"3636","419.734554","192.168.159.241","192.168.159.198","TCP","66","63146  >  4840 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"3637","419.745050","192.168.159.198","192.168.159.241","TCP","60","4840  >  63145 [ACK] Seq=11297 Ack=855 Win=8135 Len=0"
"3638","419.747061","192.168.159.198","192.168.159.241","TCP","60","4840  >  63146 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460"
"3639","419.747213","192.168.159.241","192.168.159.198","TCP","54","63146  >  4840 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3640","419.748091","192.168.159.198","192.168.159.241","OpcUa","106","UA Secure Conversation Message: ServiceFault"
"3641","419.748157","192.168.159.241","192.168.159.198","TCP","54","63145  >  4840 [RST, ACK] Seq=855 Ack=11349 Win=0 Len=0"
"3642","419.748716","192.168.159.241","192.168.159.198","OpcUa","116","Hello message"
"3643","419.805228","192.168.159.198","192.168.159.241","OpcUa","82","Acknowledge message"
